track_name,artist_name,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,release_year,genres,loudness_scaled,popularity_metric,popularity_category
Best Friend feat Doja Cat,"Saweetie, Doja Cat",0.84,0.766,0.136,0.00302,3.61e-06,0.0684,0.402,0.21216652927830992,4,2021,"Pop,Rap",0.9075802714333004,72.0,Semi_Popular
3435 Remix feat Doja Cat Megan Thee Stallion - Remix,"Ariana Grande, Doja Cat, Megan Thee Stallion",0.88,0.662,0.304,0.205,0.0,0.227,0.726,0.3286669925080792,4,2021,"Pop,Rap,Jazz",0.798609731876862,64.0,Not_so_popular
Whats Next,Drake,0.781,0.594,0.0485,0.0136,0.0,0.162,0.0628,0.4738877014320002,4,2021,"Pop,Rap,Hip Hop",0.7196292618338299,73.0,Semi_Popular
On The Ground,ROSÉ,0.311,0.607,0.11,0.0174,0.0,0.131,0.286,0.9028676475952175,4,2021,Pop,0.7448526977821914,72.0,Semi_Popular
As I Am feat Khalid,"Justin Bieber, Khalid",0.595,0.543,0.038,0.127,0.0,0.0975,0.109,0.2552797251260204,4,2021,"Pop,Jazz",0.6408474015226747,65.0,Not_so_popular
Met Him Last Night feat Ariana Grande,"Demi Lovato, Ariana Grande",0.538,0.512,0.0262,0.22,0.0,0.101,0.12,0.5839175378061148,4,2021,Pop,0.879245283018868,59.0,Not_so_popular
m y  l i f e with 21 Savage  Morray,"J. Cole, 21 Savage, Morray",0.597,0.587,0.137,0.0622,0.0,0.214,0.0753,0.5477564359758098,4,2021,"Pop,Rap,Hip Hop",0.71519364448858,80.0,Semi_Popular
Your Power,Billie Eilish,0.634,0.285,0.0807,0.937,0.000359,0.232,0.203,0.47210043696792414,4,2021,Pop,0.2530287984111222,1.0,Not_so_popular
Permission to Dance,BTS,0.702,0.741,0.0427,0.00544,0.0,0.337,0.646,0.4376317651607444,4,2021,Pop,0.8274743462429659,3.0,Not_so_popular
Motley Crew,Post Malone,0.797,0.631,0.0786,0.0904,3.71e-06,0.0998,0.288,0.4740336005719247,4,2021,"Pop,Rap",0.9275736511089044,75.0,Semi_Popular
Hurricane,Kanye West,0.587,0.561,0.146,0.0466,0.0,0.109,0.351,0.10997147671814478,4,2021,"Rap,Hip Hop",0.7454485269778219,24.0,Not_so_popular
Pepas,Farruko,0.762,0.766,0.0343,0.00776,6.98e-05,0.128,0.442,0.4746609668736004,4,2021,"Latino,Rap",0.9185038066865276,82.0,Semi_Popular
THATS WHAT I WANT,Lil Nas X,0.737,0.846,0.22,0.00614,0.0,0.0486,0.546,0.16812687389207837,4,2021,Hip Hop,0.8817610062893082,82.0,Semi_Popular
Rumors feat Cardi B,"Lizzo, Cardi B",0.827,0.731,0.088,0.13,0.0,0.418,0.607,0.39435078530212075,4,2021,"Pop,Rap,Hip Hop",0.8146309169149288,65.0,Not_so_popular
Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",0.708,0.598,0.0291,0.037,0.0,0.17,0.698,0.3435414098233892,4,2021,"Pop,Rock,Hip Hop,Jazz",0.6265475008275406,2.0,Not_so_popular
t r a n s p a r e n t s o u l feat Travis Barker,"WILLOW, Travis Barker",0.39,0.83,0.0563,0.0021,0.0,0.156,0.191,0.18300858616438465,4,2021,"Pop,Rock,Rap",0.836014564713671,64.0,Not_so_popular
Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",0.796,0.798,0.0317,0.034,4.19e-05,0.0952,0.942,0.3727577125932843,4,2021,"Pop,Rock",0.7624627606752732,85.0,Popular_Forever
Leave Before You Love Me with Jonas Brothers,"Marshmello, Jonas Brothers",0.721,0.738,0.0403,0.00226,4.41e-06,0.118,0.637,0.4015290229864096,4,2021,"Pop,Hip Hop",0.8645481628599803,84.0,Popular_Forever
Girl From Rio,Anitta,0.692,0.639,0.0352,0.00727,0.0,0.199,0.733,0.5480336443416667,4,2021,Pop,0.7356504468718967,58.0,Not_so_popular
Arcade feat FLETCHER,"Duncan Laurence, FLETCHER",0.446,0.395,0.0365,0.815,0.00216,0.128,0.267,0.05113764854356195,3,2020,"Pop,Hip Hop",0.5627937768950679,67.0,Not_so_popular
Summer of Love Shawn Mendes  Tainy,"Shawn Mendes, Tainy",0.776,0.808,0.117,0.0297,0.000127,0.103,0.494,0.4307963904552783,4,2021,"Pop,Latino,Rap",0.8823568354849387,75.0,Semi_Popular
Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole",0.773,0.47,0.0299,0.0153,0.000193,0.0851,0.399,0.2192937022636252,4,2020,"Pop,Rock,Jazz",0.6553459119496856,78.0,Semi_Popular
Life Goes On,Oliver Tree,0.7,0.49,0.076,0.186,0.0,0.117,0.569,0.10977451287924667,4,2021,Hip Hop,0.8369414101290964,76.0,Semi_Popular
Dick feat Doja Cat,"StarBoi3, Doja Cat",0.647,0.608,0.42,0.13,0.0,0.0584,0.474,0.4454300741897127,4,2021,"Pop,Rap",0.728103277060576,70.0,Not_so_popular
Praise God,Kanye West,0.798,0.545,0.168,0.00904,9.48e-05,0.258,0.212,0.38732574171475265,4,2021,"Rap,Hip Hop",0.7522674611055942,78.0,Semi_Popular
As It Was,Harry Styles,0.52,0.731,0.0557,0.342,0.00101,0.311,0.662,0.7951211327609224,4,2022,Pop,0.8269447202912943,94.0,Popular_Forever
Me Porto Bonito,"Bad Bunny, Chencho Corleone",0.911,0.712,0.0817,0.0901,2.68e-05,0.0933,0.425,0.19748178084490198,4,2022,"Latino,Rap",0.8423700761337305,89.0,Popular_Forever
Quevedo Bzrp Music Sessions Vol 52,"Bizarrap, Quevedo",0.621,0.782,0.044,0.0125,0.033,0.23,0.55,0.4603044915050225,4,2022,"Pop,Latino,Rap,Hip Hop",0.813042039059914,89.0,Popular_Forever
Sweater Weather,The Neighbourhood,0.612,0.807,0.0336,0.0495,0.0177,0.101,0.398,0.43127056266003316,4,2013,"Pop,Rock",0.99430652101953,92.0,Popular_Forever
Another Love,Tom Odell,0.445,0.537,0.04,0.695,1.65e-05,0.0944,0.131,0.4219038378768758,4,2013,Pop,0.6154915590863953,92.0,Popular_Forever
I Aint Worried,OneRepublic,0.704,0.797,0.0475,0.0826,0.000745,0.0546,0.825,0.5475594721369119,4,2022,"Pop,Rock",0.7879510095994704,91.0,Popular_Forever
La Bachata,Manuel Turizo,0.835,0.679,0.0364,0.583,1.98e-06,0.218,0.85,0.438032987795537,4,2022,"Pop,Latino,Rap",0.8275405494869249,85.0,Popular_Forever
Lovin On Me,Jack Harlow,0.943,0.558,0.0568,0.0026,2.19e-06,0.0937,0.606,0.2921557327419556,4,2023,"Pop,Rap,Hip Hop",0.8552135054617677,95.0,Popular_Forever
Houdini,Dua Lipa,0.744,0.789,0.059,0.0036,0.00144,0.0947,0.866,0.3797098066106901,4,2023,Pop,0.857530619000331,93.0,Popular_Forever
greedy,Tate McRae,0.75,0.733,0.0319,0.256,0.0,0.114,0.844,0.33618079821419455,1,2023,"Pop,Hip Hop",0.969811320754717,100.0,Popular_Forever
Strangers,Kenya Grace,0.628,0.523,0.0946,0.701,0.00274,0.219,0.416,0.7663206425398124,4,2023,Pop,0.6303872889771599,97.0,Popular_Forever
Paint The Town Red,Doja Cat,0.868,0.538,0.174,0.269,3.34e-06,0.0901,0.732,0.25557152340586964,4,2023,Pop,0.6107911287653096,95.0,Popular_Forever
Dance The Night - From Barbie The Album,Dua Lipa,0.671,0.845,0.048,0.0207,0.0,0.329,0.775,0.3291630495838227,4,2023,Pop,0.8539556438265475,93.0,Popular_Forever
BOTH,"Tiësto, 21 Savage, BIA",0.69,0.933,0.0832,0.0252,2.51e-05,0.493,0.523,0.401609267513368,4,2023,"Pop,Latino,Rap,Hip Hop",0.9751737835153924,77.0,Semi_Popular
In The City,"Charli XCX, Sam Smith",0.736,0.754,0.0443,0.033,0.000599,0.0731,0.648,0.46039932594597355,4,2023,Pop,0.8190665342601788,78.0,Semi_Popular
Is It Over Now Taylors Version From The Vault,Taylor Swift,0.596,0.658,0.036,0.0504,0.0,0.127,0.176,0.2558925015137037,4,2023,Pop,0.6940086064217147,94.0,Popular_Forever
I Remember Everything feat Kacey Musgraves,"Zach Bryan, Kacey Musgraves",0.429,0.453,0.0459,0.554,2e-06,0.102,0.155,0.0926824286370832,4,2023,"Pop,Country",0.667527308838133,93.0,Popular_Forever
Lose Control,Teddy Swims,0.561,0.604,0.0337,0.199,1.9e-05,0.104,0.242,0.692918785243761,3,2023,hip hop,0.8884475339291626,84.0,Popular_Forever
vampire,Olivia Rodrigo,0.511,0.532,0.0578,0.177,0.0,0.291,0.35,0.5330498026714132,4,2023,Pop,0.8,94.0,Popular_Forever
When We Were Young The Logical Song,"David Guetta, Kim Petras",0.657,0.914,0.0523,0.0526,6.32e-06,0.109,0.502,0.5475229973519307,4,2023,"Pop,Hip Hop",0.8815623965574313,81.0,Semi_Popular
Nice to meet you feat Central Cee,"PinkPantheress, Central Cee",0.701,0.781,0.0532,0.0264,0.000833,0.0584,0.546,0.6081440899905897,4,2023,Pop,0.7449189010261503,78.0,Semi_Popular
Different Kind Of Beautiful,Alec Benjamin,0.522,0.427,0.0602,0.709,3.85e-06,0.135,0.644,0.29988838715795785,4,2023,"Pop,Rock,Hip Hop",0.6891757696127111,72.0,Semi_Popular
Cupid - Twin Ver,FIFTY FIFTY,0.783,0.592,0.0331,0.435,4.15e-06,0.347,0.726,0.4018354111802511,4,2023,Pop,0.6287322078781861,84.0,Popular_Forever
Better Things,aespa,0.782,0.767,0.0529,0.11,0.00323,0.496,0.548,0.36542628081207473,4,2023,Pop,0.8239655743131413,68.0,Not_so_popular
Eyes Closed,Ed Sheeran,0.793,0.52,0.0696,0.246,0.0,0.0878,0.309,0.30697179040129563,4,2023,Pop,0.6866600463422708,84.0,Popular_Forever
fukumean,Gunna,0.847,0.622,0.0903,0.119,0.0,0.285,0.22,0.4746609668736004,4,2023,"Rap,Hip Hop",0.7336643495531281,93.0,Popular_Forever
1035,"Tiësto, Tate McRae",0.696,0.793,0.097,0.0683,3.78e-06,0.18,0.698,0.4017259868253077,4,2022,"Pop,Hip Hop",0.8007944389275075,81.0,Semi_Popular
Cant Catch Me Now - from The Hunger Games The Ballad of Songbirds  Snakes,Olivia Rodrigo,0.518,0.368,0.0353,0.855,4.9e-06,0.119,0.234,0.5617116887095952,4,2023,Pop,0.6666004634227077,82.0,Semi_Popular
LALA,Myke Towers,0.708,0.737,0.0436,0.0739,0.00162,0.0955,0.607,0.19734317666197365,4,2023,"Latino,Rap",0.9125455147302218,95.0,Popular_Forever
Vertigo,Griff,0.536,0.59,0.239,0.107,0.000351,0.129,0.257,0.8403863409225203,4,2023,Pop,0.745382323733863,72.0,Semi_Popular
Cruel Summer,Taylor Swift,0.552,0.702,0.157,0.117,2.06e-05,0.105,0.564,0.7664081820237671,4,2019,Pop,0.8025157232704403,99.0,Popular_Forever
City Boys,Burna Boy,0.808,0.634,0.172,0.0851,0.0,0.127,0.569,0.25602381073963576,4,2023,"Pop,Hip Hop",0.732538894405826,82.0,Semi_Popular
My Love Mine All Mine,Mitski,0.504,0.308,0.0321,0.868,0.135,0.158,0.121,0.35756961212713656,4,2023,Rock,0.1900695134061569,98.0,Popular_Forever
adore u,"Fred again.., Obongjayar",0.747,0.867,0.088,0.582,0.00413,0.114,0.684,0.4309933542941765,4,2023,"Hip Hop,Jazz",0.6963257199602781,82.0,Semi_Popular
Big FU,"David Guetta, Ayra Starr, Lil Durk",0.774,0.711,0.18,0.243,0.00052,0.0732,0.612,0.4392001809149336,4,2023,"Pop,Rap,Hip Hop",0.6526977821913275,74.0,Semi_Popular
Water,Tyla,0.673,0.722,0.0755,0.0856,0.0,0.137,0.519,0.38118338792392825,4,2023,"pop, r&b",0.9489572989076464,95.0,Popular_Forever
Cobra,Megan Thee Stallion,0.816,0.649,0.242,0.709,0.0,0.52,0.686,0.5334218454782211,4,2023,"Pop,Rap,Jazz",0.8413770274743463,79.0,Semi_Popular
Speed Drive From Barbie The Album,Charli XCX,0.652,0.879,0.0784,0.00284,0.0896,0.0918,0.789,0.7950846579759414,4,2023,Pop,0.7563058589870904,83.0,Semi_Popular
Stick Season,Noah Kahan,0.662,0.488,0.0682,0.782,0.0,0.102,0.817,0.3864795267031901,4,2022,Rock,0.7239324726911619,92.0,Popular_Forever
Barbie World with Aqua From Barbie The Album,"Nicki Minaj, Ice Spice, Aqua",0.77,0.58,0.247,0.519,0.000127,0.233,0.753,0.5773083067675318,4,2023,"Pop,Rap,Hip Hop",0.6246938099966899,88.0,Popular_Forever
Snooze,SZA,0.559,0.551,0.132,0.141,0.0,0.11,0.392,0.5695464725235446,4,2022,"Pop,Rap,Jazz",0.7016219794769945,92.0,Popular_Forever
Youre Hired feat Ayra Starr,"NEIKED, Ayra Starr",0.743,0.717,0.0422,0.0562,0.0,0.144,0.853,0.29948716452316515,4,2023,Pop,0.8670638861304204,65.0,Not_so_popular
Popular with Playboi Carti  Madonna - Music from the HBO Original Series,"The Weeknd, Playboi Carti, Madonna",0.855,0.678,0.189,0.0569,3.69e-05,0.412,0.852,0.248721558786411,4,2023,"Pop,Rap,Hip Hop,Jazz",0.7648460774577954,91.0,Popular_Forever
Low Tide,iann dior,0.411,0.494,0.0329,0.386,0.0,0.271,0.334,0.07181885162786972,4,2023,Rap,0.6975835815954983,63.0,Not_so_popular
Oh U Went feat Drake,"Young Thug, Drake",0.808,0.789,0.236,0.0517,0.0,0.0819,0.465,0.5184963634639373,4,2023,"Pop,Rap,Hip Hop",0.7910625620655413,78.0,Semi_Popular
Lay Low,Tiësto,0.534,0.855,0.183,0.0607,0.000263,0.346,0.42,0.4167317133665498,4,2023,"Pop,Hip Hop",0.8544190665342601,81.0,Semi_Popular
Boys a liar Pt 2,"PinkPantheress, Ice Spice",0.696,0.809,0.05,0.252,0.000128,0.248,0.857,0.4962613345394329,4,2023,Pop,0.6338960609069846,86.0,Popular_Forever
Strong Enough feat Bailey Zimmerman,"Jonas Brothers, Bailey Zimmerman",0.754,0.816,0.0584,0.208,0.0,0.0491,0.653,0.4460720304053808,4,2023,"Pop,Country",0.8368090036411784,75.0,Semi_Popular
Endless Fashion feat Nicki Minaj,"Lil Uzi Vert, Nicki Minaj",0.731,0.605,0.19,0.067,7.7e-06,0.177,0.413,0.4961446152274933,4,2023,"Pop,Rap,Hip Hop",0.8486593843098312,74.0,Semi_Popular
UNHEALTHY feat Shania Twain,"Anne-Marie, Shania Twain",0.621,0.66,0.0366,0.00526,0.0,0.072,0.407,0.4012445196635567,4,2023,"Pop,Country",0.7693478980470043,43.0,Not_so_popular
Gimme Love,Sia,0.284,0.755,0.05,0.00335,0.00195,0.103,0.199,0.20754152654270108,4,2023,Pop,0.9721284342932804,82.0,Semi_Popular
What Was I Made For,Billie Eilish,0.371,0.0844,0.0378,0.955,0.0,0.0983,0.0967,0.3822776314733626,3,2023,Pop,0.0,0.0,Not_so_popular
Big 7,Burna Boy,0.661,0.86,0.321,0.168,0.0,0.0958,0.605,0.8106666861198855,4,2023,"Pop,Hip Hop",0.7833829857663026,55.0,Not_so_popular
Piscina,"Maria Becerra, Chencho Corleone, Ovy On The Drums",0.761,0.827,0.0659,0.385,6.42e-05,0.095,0.568,0.2340732851379842,4,2023,"Pop,Latino,Rap",0.9030122476001324,84.0,Popular_Forever
Seven feat Latto Clean Ver,"Jung Kook, Latto",0.776,0.831,0.0457,0.316,0.0,0.0688,0.891,0.4380767575375144,4,2023,"Pop,Rap",0.9171797418073486,85.0,Popular_Forever
One in a Million,"Bebe Rexha, David Guetta",0.454,0.931,0.0321,0.238,0.000623,0.289,0.462,0.5326121052516395,4,2023,"Pop,Hip Hop",0.9100297914597816,82.0,Semi_Popular
Calm Down with Selena Gomez,"Rema, Selena Gomez",0.801,0.806,0.0381,0.382,0.000669,0.114,0.802,0.3068623660463522,4,2022,Pop,0.8356835484938763,90.0,Popular_Forever
What Was,Benson Boone,0.633,0.612,0.0515,0.331,0.0,0.117,0.335,0.4009089516417301,4,2023,Pop,0.8249586229725256,58.0,Not_so_popular
Bongos feat Megan Thee Stallion,"Cardi B, Megan Thee Stallion",0.726,0.738,0.355,0.0791,0.0,0.0297,0.896,0.4159511529679534,4,2023,"Pop,Rap,Jazz",0.863356504468719,81.0,Semi_Popular
La Bebe - Remix,"Yng Lvcas, Peso Pluma",0.812,0.479,0.333,0.213,1.21e-06,0.0756,0.559,0.7658829451200386,4,2023,Latino,0.80443561734525,90.0,Popular_Forever
Rock My Body,"R3HAB, INNA, Sash!",0.662,0.821,0.13,0.202,0.0,0.522,0.47,0.43144564162794263,4,2023,"Pop,Hip Hop",0.9087057265806024,80.0,Semi_Popular
Religiously,Bailey Zimmerman,0.57,0.67,0.0274,0.426,0.0,0.108,0.593,0.5543437821434043,4,2023,"Pop,Country",0.7487586891757696,84.0,Popular_Forever
0800 HEAVEN,"Nathan Dawe, Joel Corry, Ella Henderson",0.644,0.836,0.111,0.183,1.71e-06,0.343,0.21,0.5477126662338325,4,2023,Pop,0.9100297914597816,46.0,Not_so_popular
Im Good Blue,"David Guetta, Bebe Rexha",0.561,0.965,0.0343,0.00383,7.07e-06,0.371,0.304,0.46035555620399615,4,2022,"Pop,Hip Hop",0.9371731214829526,91.0,Popular_Forever
Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",0.878,0.619,0.102,0.0533,0.0,0.113,0.639,0.5187225071308205,4,2019,"Rock,Hip Hop,Country",0.7300848841005549,78.0,Semi_Popular
7 rings,Ariana Grande,0.778,0.317,0.334,0.592,0.0,0.0881,0.327,0.5479533998147081,4,2019,Pop,0.3079497224942866,85.0,Popular_Forever
Without Me,Halsey,0.752,0.488,0.0705,0.297,9.11e-06,0.0936,0.533,0.5187225071308205,4,2018,"Rock,Pop",0.6084720861900097,76.0,Semi_Popular
Let Me Down Slowly,Alec Benjamin,0.652,0.557,0.0318,0.74,0.0,0.124,0.483,0.621085343701899,4,2018,"Rock,Pop,Hip Hop",0.7175155076722166,87.0,Popular_Forever
Shallow,"Lady Gaga, Bradley Cooper",0.572,0.385,0.0308,0.371,0.0,0.231,0.323,0.22515884768859296,4,2018,Pop,0.664626183480248,85.0,Popular_Forever
Sweet but Psycho,Ava Max,0.72,0.706,0.0473,0.0684,0.0,0.166,0.62,0.49655313281928215,4,2020,Pop,0.7987267384916747,86.0,Popular_Forever
Lost in the Fire feat The Weeknd,"Gesaffelstein, The Weeknd",0.658,0.671,0.0363,0.0933,0.000927,0.115,0.166,0.26285189048810564,4,2019,"Jazz,Pop",0.1873163565132222,84.0,Popular_Forever
Lover,Taylor Swift,0.359,0.543,0.0919,0.492,1.58e-05,0.118,0.453,0.026261845186422716,4,2019,Pop,0.5650506039830231,92.0,Popular_Forever
when the partys over,Billie Eilish,0.367,0.111,0.0972,0.978,3.97e-05,0.0897,0.198,0.12917909848921438,4,2019,Pop,0.0343617368592883,85.0,Popular_Forever
Ransom,Lil Tecca,0.745,0.642,0.287,0.0204,0.0,0.0658,0.226,0.8392118528461274,4,2019,Rap,0.673196212863206,84.0,Popular_Forever
Doin Time,Lana Del Rey,0.641,0.559,0.0355,0.404,0.00402,0.0937,0.523,0.5839467176340996,4,2019,Pop,0.2753019915115899,83.0,Semi_Popular
Wow,Post Malone,0.829,0.539,0.208,0.136,1.78e-06,0.103,0.388,0.25551316374989974,4,2019,"Pop,Rap",0.5832517140058765,84.0,Popular_Forever
MIDDLE CHILD,J. Cole,0.837,0.364,0.276,0.149,0.0,0.271,0.463,0.4307672106272934,4,2019,"Hip Hop,Rap",0.2278811622592229,83.0,Semi_Popular
a lot,21 Savage,0.837,0.636,0.086,0.0395,0.00125,0.342,0.274,0.5911687250603659,4,2018,"Hip Hop,Rap",0.5600718250081619,83.0,Semi_Popular
Bruises,Lewis Capaldi,0.736,0.308,0.0677,0.946,0.0,0.186,0.361,0.33752307030150064,4,2019,Pop,0.5448090107737511,83.0,Semi_Popular
thank u next,Ariana Grande,0.717,0.653,0.0658,0.229,0.0,0.101,0.412,0.3066216324654767,4,2019,Pop,0.724045053868756,82.0,Semi_Popular
Lose You To Love Me,Selena Gomez,0.488,0.343,0.0436,0.556,0.0,0.21,0.0978,0.2763694458021171,4,2020,Pop,0.4505386875612145,82.0,Semi_Popular
You Need To Calm Down,Taylor Swift,0.771,0.671,0.0553,0.00929,0.0,0.0637,0.714,0.14657027596822314,4,2019,Pop,0.7254325824355206,84.0,Popular_Forever
Better Now,Post Malone,0.68,0.578,0.04,0.331,0.0,0.135,0.341,0.5843552352258885,4,2018,"Pop,Rap",0.7101697682011099,83.0,Semi_Popular
High Hopes,Panic! At The Disco,0.579,0.904,0.0618,0.193,0.0,0.064,0.681,0.12459786549558294,4,2018,"Rock,Pop",0.9611492001305908,82.0,Semi_Popular
EARFQUAKE,"Tyler, The Creator",0.554,0.498,0.0685,0.23,5.98e-06,0.795,0.413,0.10724316280155533,4,2019,"Hip Hop,Rap",0.4602513875285667,82.0,Semi_Popular
Robbery,Juice WRLD,0.623,0.692,0.0504,0.328,0.0,0.153,0.566,0.10916903144855972,4,2019,Rap,0.7658341495266078,82.0,Semi_Popular
Sucker,Jonas Brothers,0.842,0.734,0.0588,0.0427,0.0,0.106,0.952,0.5327069396925905,4,2019,Pop,0.770486451191642,81.0,Semi_Popular
Going Bad feat Drake,"Meek Mill, Drake",0.889,0.496,0.0905,0.259,0.0,0.252,0.544,0.15369744895353843,4,2018,"Pop,Hip Hop,Rap",0.6643813254978778,81.0,Semi_Popular
boyfriend with Social House,"Ariana Grande, Social House",0.4,0.795,0.461,0.119,0.0,0.159,0.702,0.9130587025189487,4,2019,Pop,0.8793666340189356,80.0,Semi_Popular
Hold Me While You Wait,Lewis Capaldi,0.688,0.53,0.0333,0.443,0.0,0.0995,0.162,0.3065632728095068,4,2019,Pop,0.7344107084557623,80.0,Semi_Popular
Pop Out feat Lil Tjay,"Polo G, Lil Tjay",0.772,0.639,0.467,0.15,0.0,0.0698,0.261,0.7526790729568649,4,2019,Rap,0.6028403525954945,80.0,Semi_Popular
Goodbyes feat Young Thug,"Post Malone, Young Thug",0.548,0.653,0.081,0.456,0.0,0.103,0.163,0.6210488689169178,4,2019,"Pop,Hip Hop,Rap",0.8676134508651647,81.0,Semi_Popular
